Identifiant,Titre,Latitude,Longitude,Prix nuitee,Commune,Departement,Type de propriete,Id. type de logement,Type de logement,Capacite d'accueil,Nombre de salles de bain,Nombre de chambres,Nombre de lits,Type de lit,Cuisine,Internet,Television,Produits de base,Shampooing,Chauffage,Climatisation,Machine a laver,Seche-linge,Parking gratuit sur place,Internet sans fil,Television par cable,Petit dejeuner,Animaux acceptes,Pour familles/enfants,Adapte aux evenements,Logement fumeur,Acces handicapes,Ascenseur,Cheminee d'interieur,Interphone,Portier,Piscine,Jacuzzi,Salle de sport,Entree dans les lieux 24h/24,Cintres,Fer a repasser,Seche-cheveux,Espace de travail pour ordinateur,Detecteur de fumee,Detecteur de monoxyde,Kit de premiers secours,Fiche securite,Extincteur,Porte de la chambre avec verrou,Reduction a la semaine,Reduction au mois,Surcout par voyageur supplementaire,Frais de menage,Caution,Duree minimale du sejour,Animal sur place,Conditions d'annulation,Disponible
"7171440,""<!-- react-text: 193 -->Appartement T2, proche calanques<!-- /react-text -->"",43.2352009571855,5.40062134288439,75,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,1,2,,X,X,X,X,,X,X,X,,X,X,X,,,X,,,,,,X,X,,,,,,X,X,,X,,,,,,14,14,0,30,300,3,,,True"
"7171632,""<!-- react-text: 236 -->Coup de Coeur, Grand T3 Terrasse,Box, Plage a100m.<!-- /react-text -->"",43.2901746706205,5.35851024759616,85,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,2,2,4,,X,X,X,X,,X,,X,,X,X,X,,,X,,,,X,,X,,,,,X,X,X,X,X,X,X,,,X,,8,8,0,50,600,3,,,True"
"7173588,""<!-- react-text: 193 -->Maison d&#x27,ete avec JARDIN VUE MER! PLAGE a 200m!!<!-- /react-text -->"",43.2753195093089,5.36091938023698,100,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Maison,3,Logement entier,4,1,2,2,,X,X,X,X,,X,X,,,X,X,,,,X,,,,,,X,,,,,,X,X,,X,X,,,X,X,,0,0,0,25,500,3,Cat(s),,True"
"7177196,<!-- react-text: 236 -->Chambre dans coloc Marseille Centre<!-- /react-text -->,43.2965253881788,5.38098738795986,50,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,2,1,1,1,Vrai lit,X,X,X,X,,X,,X,,,X,X,,,X,,,,,X,X,,,,,X,,X,X,X,,,,,,,10,10,0,0,400,1,,,True"
"7177960,<!-- react-text: 236 -->Chambre dans appt T3 - 8eme ardt<!-- /react-text -->,43.2602696248335,5.39310895844328,20,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,2,1,1,1,,X,,X,X,,X,X,X,,X,X,,,,,,,,X,,,,,,,,X,X,,X,X,,X,,,,10,10,5,0,0,1,,,True"
"7178647,<!-- react-text: 193 -->Mezzanine chaleureuse centre-ville<!-- /react-text -->,43.2826815216917,5.37965552547915,38,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,2,1,1,1,Vrai lit,X,,,X,,X,X,,,,X,X,,,X,,,,,,,,,,,,X,,X,,X,,,,,,0,0,20,10,300,2,,,True"
"7194383,""<!-- react-text: 193 -->agreable logement, chambres lumineuses vue verdure<!-- /react-text -->"",43.2577485075152,5.38558026243288,60,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,3,3,,X,,,X,,X,,X,,X,X,X,,,X,,,,,,,,,,,,X,X,X,X,X,,X,,,,5,5,10,30,250,3,,,True"
"7205135,""<!-- react-text: 236 -->100 m2 + clim + terrasse, central, 8 pers.<!-- /react-text -->"",43.2969748865962,5.37984421653028,220,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,8,15,2,5,,X,X,X,X,,X,X,X,X,,X,X,,,X,X,,,,,X,,,,,,X,X,X,X,X,,,,,,0,0,0,50,1000,3,,,True"
"7220909,<!-- react-text: 193 -->T1/2- 40m2+terrasse-face mer-2 a 4 couchages-plage<!-- /react-text -->,43.2528752515221,5.37634731666632,57,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,1,2,,X,X,X,X,,X,X,X,,,X,X,,X,X,X,,X,,,X,,,,X,,X,X,X,X,,,,,,,16,16,10,20,0,7,,,True"
"7231764,<!-- react-text: 236 -->studio deco dans le panier (blanc)<!-- /react-text -->,43.2980905659461,5.36834341204974,52,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,,X,,X,,,,,X,,,,,X,,,,,X,,,,,,X,X,X,,X,,,,,,9,9,0,10,250,2,,,True"
"7231872,""<!-- react-text: 236 -->Unique ! Dans une calanque, les pieds dans l&#x27,eau.<!-- /react-text -->"",43.2276807587571,5.35026240883499,59,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Bed & Breakfast,2,Chambre privee,2,1,1,1,Vrai lit,,X,,X,,X,X,,,,X,,,X,X,,,X,,,X,,,,,,X,,X,,,,,,,,0,0,0,10,0,1,,,True"
"7236328,<!-- react-text: 193 -->T2 plein centre reformes-canebiere<!-- /react-text -->,43.300663445392,5.38323917601453,55,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,,X,X,,X,,X,,,X,,,,,,,,,,,,,,,,X,X,X,,,,,,,,0,0,5,30,700,3,,,True"
"7236956,<!-- react-text: 236 -->Lumineux studio avec jardin au coeur de Marseille<!-- /react-text -->,43.2951207765988,5.39225576952193,50,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,,X,X,X,,,X,,X,,X,,,,,,,,,,,X,X,X,X,X,X,X,,X,X,,5,5,0,15,250,2,,,True"
"7267376,<!-- react-text: 236 -->Eugene Pierre<!-- /react-text -->,43.2965387060098,5.38857808496322,55,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,6,1,2,4,,X,,,X,,X,,X,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,9,9,0,0,0,3,,,True"
"7268408,<!-- react-text: 193 -->MARSEILLE terrasse centre ville<!-- /react-text -->,43.3006739877425,5.38488590216324,30,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,2,1,1,1,Vrai lit,X,X,,X,,,,X,,,X,,,,,,,,X,,X,,,,,,,,,,X,,,,,,13,13,0,0,0,2,,,True"
"7273702,<!-- react-text: 236 -->Appartement vue sur mer<!-- /react-text -->,43.301963562338,5.36353720177709,70,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,3,2,2,2,,X,X,X,X,,X,,X,,,X,X,,,X,,,,,X,X,,,,,X,X,X,X,X,X,X,,,,,12,12,0,25,500,1,,,True"
"7278850,<!-- react-text: 193 -->Des vacances au coeur de Marseille<!-- /react-text -->,43.3094309058991,5.38771205253015,85,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,6,15,4,5,,X,,X,X,,,,X,,X,X,,,,,,,,,,,,,,,,X,X,,,X,,X,X,,,24,0,0,20,400,13,Cat(s),Flexibles,True"
"7282214,<!-- react-text: 236 -->Appartement T3 Quartier du Chapitre<!-- /react-text -->,43.3008984213615,5.38468121377315,65,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,6,1,2,4,,X,X,X,X,,X,,X,X,,X,X,,,X,,,,,,X,,,,,,X,X,X,X,X,,X,X,,,10,10,10,30,350,6,,,True"
"7283493,<!-- react-text: 236 -->Appartement de type 3 de 87m2<!-- /react-text -->,43.2941205393862,5.38013108486878,80,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,2,2,,X,X,,X,,X,X,X,,,X,X,,,X,,,,X,,X,,,,,X,X,X,,,,,,,,,15,15,0,25,150,2,,,True"
"7283600,<!-- react-text: 236 -->My House is Your House<!-- /react-text -->,43.2873881722658,5.38694962886283,36,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,Canape convertible,X,X,X,X,,X,,X,X,,X,X,,X,X,,,X,X,,X,,,,,,X,X,X,X,X,,,,,,5,5,0,10,350,1,,,True"
"7296596,<!-- react-text: 236 -->Appart loft et jardin centre ville<!-- /react-text -->,43.2967821797779,5.3853799962352,60,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,2,2,,X,,X,X,,X,,X,,,X,,,,X,X,,,,,,,,,,,X,X,X,X,X,,,,X,,15,15,0,40,300,3,,,True"
"7302832,<!-- react-text: 236 -->Chambre lumineuse<!-- /react-text -->,43.3027511163098,5.39136666164843,40,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,2,1,1,1,Canape convertible,X,,,X,,,,,,,X,,X,,,X,,,,,,,,,,,,,,,X,,X,,,,14,14,0,0,0,1,Cat(s),,True"
"7307247,<!-- react-text: 236 -->Joli Studio Vieux-Port/St Victor<!-- /react-text -->,43.2919334355543,5.3675087426123,35,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,,X,X,X,X,,X,,X,,,X,X,,,X,,,X,,,X,,,,,,,X,X,X,,,,,,,18,18,0,40,200,2,,,True"
"7314509,<!-- react-text: 193 -->Chambre confort WC et douche prives<!-- /react-text -->,43.3030072167345,5.39202798209037,33,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,1,1,1,1,Vrai lit,,X,,X,,X,,X,,,X,,X,,,,,,,,X,,,,,,X,,X,X,X,,,,,,22,22,0,0,0,1,Cat(s),,True"
"7314782,<!-- react-text: 236 -->La maison du bonheur<!-- /react-text -->,43.2315299594867,5.36381849493934,98,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,6,1,2,3,,X,X,X,X,,X,,X,,X,X,,,X,X,,,,,,X,,,,,,,,,,X,,,,,,20,20,0,50,250,6,,,True"
"7315513,<!-- react-text: 193 -->Pied a terre ideal au Roucas blanc<!-- /react-text -->,43.2779383968463,5.36350154722264,90,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Maison,3,Logement entier,4,1,1,1,Vrai lit,X,,,X,,X,X,X,,X,X,,,X,X,,,,,,,,X,,,X,X,X,X,X,X,X,X,,X,,0,0,10,30,600,2,,,True"
"7317446,<!-- react-text: 193 -->Appartement lumineux de 60m2<!-- /react-text -->,43.2881974583463,5.3937091538617,70,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,5,1,2,3,,X,X,X,X,,X,X,X,,,X,,,,X,,,,,,X,,,,,,,,,,,,,,,,0,0,0,25,300,3,,,True"
"7338451,<!-- react-text: 193 -->Big room at Palais Longchamp<!-- /react-text -->,43.3042951922279,5.39396447354951,32,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,4,15,1,2,,X,X,X,X,,X,,X,X,,X,,,,X,,,,,,X,,,,,,,,,,X,X,X,X,X,,0,0,20,0,0,1,,,True"
"7353310,<!-- react-text: 193 -->T2 terrasse proche mer<!-- /react-text -->,43.2840723298409,5.36088229080986,50,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,1,3,,X,X,X,X,,X,,X,,,X,,,,X,,,,,,X,,,,,,X,X,X,,X,,,,,,0,0,5,0,0,2,,,True"
"7354592,<!-- react-text: 236 -->Grand T3 proche plages & calanques<!-- /react-text -->,43.2540253747055,5.39676795362304,58,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,2,2,,X,X,X,X,,X,X,X,,X,X,,,X,X,,,,,,X,,,,,X,X,X,X,X,X,,X,X,,,0,0,0,15,500,1,,,True"
"7364178,<!-- react-text: 193 -->Beau T3+loggia centre/cours Julien<!-- /react-text -->,43.291453043455,5.38541106407571,55,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,5,1,2,3,,X,,,X,,X,,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,,,,,,10,10,6,0,0,4,,,True"
"7375804,<!-- react-text: 193 -->Grand T2 lumineux Parc Longchamp<!-- /react-text -->,43.3063667812787,5.39302262768521,48,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,3,1,1,2,,X,X,,X,,X,X,X,,,X,,X,,,,,,,,X,,,,,,,,,,,,,,,,20,20,10,28,150,2,,,True"
"7395420,<!-- react-text: 236 -->heart of the city<!-- /react-text -->,43.2955019793097,5.39125655468342,29,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,3,1,1,2,Canape convertible,X,X,,X,,X,,X,,,X,X,,,X,,,,,,X,,,,,,,,X,,X,,,,,,14,14,5,5,0,2,,,True"
"7398609,<!-- react-text: 193 -->ENTRE CIEL ET MER...<!-- /react-text -->,43.2854592258643,5.39214781288241,45,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,2,2,,X,,X,X,,X,X,X,,,,,,X,X,,,,X,,,,,,,,X,X,X,X,X,,,,,,5,5,0,0,150,3,,,True"
"7399591,<!-- react-text: 236 -->studio 28m2 centre ville castellane<!-- /react-text -->,43.2871709303462,5.38078120852723,25,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,Canape convertible,X,,X,X,,X,,X,,,,,,,X,,,,,,,,,,,X,X,,,X,X,X,,,,,0,0,0,30,250,2,,,True"
"7408864,""<!-- react-text: 193 -->euro 2016, beau T2 clair terrasse metro stade<!-- /react-text -->"",43.3081893659717,5.40498209002144,150,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement en residence,3,Logement entier,4,1,1,1,,X,X,X,X,,X,,X,,X,X,X,,,X,,,X,X,,X,,,,,,X,X,X,X,X,,,,,,20,0,0,0,200,1,,Flexibles,False"
"7411083,<!-- react-text: 193 -->Agreable T2/3 au coeur de Marseille<!-- /react-text -->,43.2968896426605,5.38357050796886,55,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,2,2,,X,X,X,X,,X,X,X,X,,X,X,,,X,,,,,,X,,,,,,,,,,,,,,,,6,6,0,0,0,3,Cat(s),,True"
"7414603,<!-- react-text: 193 -->CHARMANT APPART BALCON FLEURI VUE SUR ESPACE VERT<!-- /react-text -->,43.2977393623965,5.39464019379072,49,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,2,2,,X,X,,X,,X,,X,,X,X,,,,X,,,,,,X,,,,,,X,X,X,X,X,,,,,,5,5,10,20,300,3,,,True"
"7428367,<!-- react-text: 193 -->Appartement avec terrasse au Panier<!-- /react-text -->,43.2983691920305,5.36912306200014,35,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,,X,,X,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,27,27,0,0,0,1,,,True"
"7428613,<!-- react-text: 236 -->Appart terrasse entre ville et mer<!-- /react-text -->,43.2858589511888,5.36008248631251,100,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,3,1,2,2,,X,,X,X,,X,,X,X,X,X,,,,X,,,,,X,,,,,,X,X,X,X,X,,,X,,,,0,0,0,50,1000,4,,,True"
"7432215,<!-- react-text: 236 -->Chambre a 4 min a pied du metro<!-- /react-text -->,43.2876411157862,5.38800085003053,35,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,2,1,1,1,Vrai lit,X,,X,X,,X,,X,,,,,,,X,,,,,,,,,,,,,,,,X,,X,,,,15,15,0,0,0,1,Cat(s),,True"
"7433925,<!-- react-text: 236 -->Apartement 45m2 centre de marseille<!-- /react-text -->,43.3008649909216,5.38154604498433,40,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,6,1,1,3,,X,X,,X,,X,,X,,,X,X,,X,X,X,,,,,X,,,,,,X,X,,X,X,,,,,,15,15,20,50,400,1,,,True"
"7435071,<!-- react-text: 193 -->appartement typique quartier Longchamp/gare<!-- /react-text -->,43.301157194755,5.38755294271971,39,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,,X,X,,X,,X,,X,,,X,,,,X,,,,,,X,,,,,,,X,,X,X,,X,,,,10,10,0,9,150,2,,,True"
"7435431,<!-- react-text: 193 -->Joli studio + jardin vue Notre Dame<!-- /react-text -->,43.2792579028233,5.37376846002346,45,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Maison de ville,3,Logement entier,2,1,1,1,,,,,X,,X,X,,,,X,,,,,,,,,,,,,,,,X,X,X,,X,,,,,,0,0,0,10,120,2,,,True"
"7435699,<!-- react-text: 193 -->3p au coeur de la cite phoceenne<!-- /react-text -->,43.3019963500917,5.38203813563849,57,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,6,15,2,2,,X,X,X,X,,X,,X,,,X,,,X,X,,,,,,X,,,,,,X,X,X,X,X,X,,,,,10,10,25,30,500,2,,,True"
"7437382,<!-- react-text: 193 -->Studio Roucas Blanc avec terrasse et jardin<!-- /react-text -->,43.2779128922471,5.37221066569246,40,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,,X,,X,,X,,X,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,10,10,0,30,0,2,,,True"
"7457191,""<!-- react-text: 236 -->L&#x27,ILIADE Marseille devant la Mairie Vieux Port<!-- /react-text -->"",43.2963037042851,5.3697483833946,199,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Bateau,3,Logement entier,8,1,2,6,,X,X,X,X,,X,,X,X,X,X,,X,X,X,X,,,,,X,,,,,X,,X,,X,,,X,,X,,10,10,0,0,0,1,Dog(s),,True"
"7466318,<!-- react-text: 193 -->44m2 meuble quartier chic et calme<!-- /react-text -->,43.2595815141793,5.4183803451389,48,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,1,2,,X,,,X,,X,,X,,X,,,,,X,,,,,,,,,,,,,,,,X,,,,,,17,17,5,0,0,7,,,True"
"7470200,<!-- react-text: 236 -->Spacieuse Coloc Centre Marseille<!-- /react-text -->,43.2947904038071,5.38416541997447,30,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,3,2,1,2,,X,X,,X,,,,X,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,5,5,0,0,0,1,,,True"
"7473152,<!-- react-text: 236 -->Pour les vacances ou le travail<!-- /react-text -->,43.2878163746937,5.39281331130983,59,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,X,X,,X,X,X,,,X,,,,X,,,,,,X,,,,,X,X,X,X,X,X,X,X,X,X,,10,10,0,20,200,4,,,True"
"7494821,<!-- react-text: 236 -->Studio vue imprenable sur Marseille<!-- /react-text -->,43.2898134174946,5.35727971444109,72,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,35,1,1,Canape convertible,X,X,X,X,,X,,X,,,,,,X,,,,X,X,,X,,,,,,,,,,X,X,,,X,,1,1,0,0,0,1,,,True"
"7500756,<!-- react-text: 236 -->Vue mer panoramique Roucas-Blanc<!-- /react-text -->,43.2771125492627,5.37103195120943,60,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Loft,3,Logement entier,4,1,1,2,,X,X,,X,,X,,X,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,15,15,10,40,750,4,,,True"
"7504489,<!-- react-text: 193 -->Appart sympa. Centre Ville<!-- /react-text -->,43.2977919160495,5.38946597834522,30,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,2,1,1,1,,X,X,,X,,X,,X,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,20,20,10,0,0,1,,Strictes,True"
"7509153,""<!-- react-text: 236 -->le calme, la colline et la mer...<!-- /react-text -->"",43.2298305974805,5.36631501989617,65,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Maison,3,Logement entier,3,1,2,2,,X,X,X,X,,X,,X,,X,X,,,,,,,,,,X,,,,,,,,,,X,,,X,X,,0,0,15,35,400,1,,,True"
"7509476,<!-- react-text: 193 -->Atypical apartment couple or family<!-- /react-text -->,43.3029811809376,5.38583862945245,80,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,3,3,,X,X,,X,,X,,X,X,,X,,,,X,,,,,,X,,,,,X,X,X,X,X,,,,,,,15,15,0,35,500,2,,,True"
"7517430,""<!-- react-text: 236 -->Ensoleille, Paisible et Pratique..<!-- /react-text -->"",43.2811542577236,5.37566797073938,85,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,3,1,1,1,Vrai lit,X,,X,X,,X,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,17,17,0,0,100,1,,,True"
"7521267,<!-- react-text: 193 -->charmant T1 au coeur du Panier<!-- /react-text -->,43.2977331455617,5.36575397085142,30,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,3,1,1,2,,X,,,X,,X,,,,,X,,,,X,,,,,,,,,,,X,X,X,X,X,,,X,X,X,,10,10,10,5,0,3,,,True"
"7523329,<!-- react-text: 193 -->Studio de 18m²<!-- /react-text -->,43.2761803181919,5.38728776691017,45,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,Canape convertible,X,,,X,,X,,,,,X,,,,X,,,,X,,,,,,,,X,X,X,X,X,,,,,,5,5,0,0,0,1,,,True"
"7525187,""<!-- react-text: 236 -->Duplex quartier chave, la plaine.<!-- /react-text -->"",43.296625445081,5.39322322997025,100,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,,,True"
"7527992,<!-- react-text: 236 -->Chambre spacieuse plein centre.<!-- /react-text -->,43.2945608147388,5.37945475256776,15,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,2,Chambre privee,1,1,1,2,,X,X,,X,,X,,X,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,0,0,0,0,0,1,,,True"
"7529575,<!-- react-text: 193 -->Petit appart a 2 pas du vieux port!<!-- /react-text -->,43.2910342548312,5.37218032257514,60,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,2,3,,X,X,X,X,,X,,X,,,X,,,,X,,,,,,X,,,,,,,,X,,,,,,,,10,10,0,30,100,4,,,True"
"7531638,<!-- react-text: 193 -->Tres bel apt. prox Vieux Port 62m2<!-- /react-text -->,43.2920784063977,5.37761151738361,77,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,,X,,X,,,X,X,,,X,,,,,,,,,,,X,X,X,X,,,,,,,,18,18,0,20,500,3,,,True"
"7540332,<!-- react-text: 193 -->Charmant duplex proche de la mer<!-- /react-text -->,43.2843324676018,5.3618148641102,72,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,3,1,1,2,,X,X,X,X,,X,X,X,,,X,X,,,,,,,,,X,,,,,,,,,,X,,,,,,1,1,0,0,0,7,,,True"
"7541730,<!-- react-text: 236 -->FLAT Vieux Port 5/6 personnes<!-- /react-text -->,43.2949184133694,5.37653007103966,55,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,5,1,2,4,,X,X,,X,,X,,X,,,X,,,X,X,,,,,,X,,,,,,,X,X,X,X,X,X,,X,,14,14,5,30,600,2,,,True"
"7551210,""<!-- react-text: 193 -->A 200m de la mer, 500m de la plage<!-- /react-text -->"",43.276159615692,5.36236581070792,119,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Maison,2,Chambre privee,4,1,2,2,,X,X,X,X,,X,,X,,,X,,,X,X,X,,,,,,,,,,,,,,,X,X,,,,,0,0,10,20,200,1,,Strictes,False"
"7552171,<!-- react-text: 193 -->Logement aux Catalans<!-- /react-text -->,43.2858384912231,5.3628579944548,85,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,X,X,,X,,X,,,X,X,,X,,,,X,X,,X,,,,,,X,X,,,X,,,,,,0,0,20,15,0,1,,,True"
"7554915,<!-- react-text: 236 -->Beau T1 Rue Pierre Laurent<!-- /react-text -->,43.2849127373956,5.38965658672315,39,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement en residence,3,Logement entier,3,1,1,1,Canape,X,,X,,,X,,,,,,,,,X,,,,X,,,,,,,,,,,,X,,,,,,5,5,0,30,1000,2,,,True"
"7554943,<!-- react-text: 236 -->Appartement T3 Rue Paradis<!-- /react-text -->,43.282708151412,5.38031645638496,70,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,2,2,,X,X,X,X,,X,X,X,,,X,,,,X,X,,,,,X,,,,,,,,,,X,,,,,,0,0,0,0,300,3,,,True"
"7567217,<!-- react-text: 236 -->Au coeur des calanques.<!-- /react-text -->,43.2319463750488,5.39813033268222,38,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement en residence,2,Chambre privee,3,1,1,1,Vrai lit,X,X,X,X,,X,,,,X,X,X,,X,X,,,X,X,,X,,,,,X,,,,,X,,,,,,0,0,30,0,200,2,,,True"
"7570592,<!-- react-text: 193 -->T3 8e Residence calme et arboree<!-- /react-text -->,43.2572990106677,5.38944398050646,60,""MARSEILLE, PROVENCE ALPES COTE DAZUR, FRANCE"",99,Appartement,3,Logement entier,4,1,2,2,,X,,X,X,,X,,X,,X,,,,X,X,,,,,,,,,,,,,,,,,,,,,,10,10,0,50,0,3,,,True"
